original_idx,RM,LSTAT,RAD,CRIM,PTRATIO,DIS,ZN,NOX,CHAS,B,TAX,INDUS,AGE,MEDV
387,5.0,5.276776056615962,24.0,1.7118867251551708,0.8339166373605564,1.5184,0.0,0.7,0,396.9,666,18.1,89.5,7.4
141,5.019,5.438686385484125,4.0,0.6378899136648379,1.6215019203667385,1.4394,0.0,0.624,0,396.9,437,21.89,100.0,14.4
490,5.093,5.113146136449557,4.0,-0.32213774628716485,0.763410225319547,1.8226,0.0,0.609,0,318.43,711,27.74,98.0,8.1
477,5.303999999999999,4.741365426067737,24.0,1.5504315229385417,0.8339166373605564,2.1007,0.0,0.614,0,349.48,666,18.1,97.3,12.0
362,5.362,3.0592364638325997,24.0,0.9850546258200604,0.8339166373605564,2.1036,0.0,0.77,0,380.79,666,18.1,96.2,20.8
496,5.39,4.406344372378963,6.0,-0.15878012299801922,0.18798563778556404,2.7986,0.0,0.585,0,396.9,391,9.69,72.9,19.7
48,5.399,5.194373807466868,3.0,-0.22290983716579485,-0.48115598692927425,5.87,0.0,0.44799999999999995,0,396.9,233,6.91,95.3,14.4
211,5.404,4.662567796945601,4.0,-0.033299967643951475,-0.1423608133519389,3.665,0.0,0.489,1,395.24,277,10.59,88.6,19.3
214,5.412000000000001,5.103648961261247,4.0,-0.1588639073087699,-0.1423608133519389,3.5875,0.0,0.489,0,348.93,277,10.59,9.8,23.7
474,5.4270000000000005,4.104978257591374,24.0,1.3038948305136362,0.8339166373605564,2.4298,0.0,0.584,0,352.58,666,18.1,95.4,13.8
398,5.452999999999999,5.1787420728922475,24.0,1.9281843063954014,0.8339166373605564,1.4896,0.0,0.693,0,396.9,666,18.1,100.0,5.0
488,5.454,4.096430148896076,4.0,-0.480933234852322,0.763410225319547,1.8209,0.0,0.609,0,395.09,711,27.74,92.7,15.2
18,5.456,3.2959344979944953,4.0,0.3215978489870174,1.4512461652389805,3.7965,0.0,0.5379999999999999,0,288.99,307,8.14,36.6,20.2
383,5.52,4.711981347455732,24.0,1.3007458416607078,0.8339166373605564,1.5331,0.0,0.7,0,396.9,666,18.1,100.0,12.3
265,5.56,3.1021103182035046,5.0,0.2975463623674226,-1.8871431757252572,1.9865,20.0,0.647,0,392.4,264,3.97,62.8,22.8
424,5.565,3.9981895079426697,24.0,1.3387393925450979,0.8339166373605564,2.0635,0.0,0.584,0,3.65,666,18.1,70.6,11.7
172,5.572,3.7064406117717987,5.0,-0.521667919480987,-0.9977065355891357,2.5961,0.0,0.51,0,396.9,296,4.05,88.5,23.1
244,5.593,3.414122273682564,7.0,-0.325436770736545,0.13016074611929906,7.9549,22.0,0.431,0,372.49,330,5.86,76.5,17.6
49,5.602,3.888911284490716,3.0,-0.29369420124998996,-0.48115598692927425,6.0877,0.0,0.44799999999999995,0,396.9,233,6.91,62.0,19.4
184,5.604,3.615593509347993,3.0,-0.7853894706557275,-0.5258182504646595,2.9879,0.0,0.488,0,391.0,193,2.46,89.8,26.4
245,5.605,4.138882311074154,7.0,-0.3622260446081299,0.13016074611929906,7.9549,22.0,0.431,0,389.13,330,5.86,70.2,18.5
408,5.617000000000001,4.863001170309476,24.0,1.270162906915489,0.8339166373605564,1.4547,0.0,0.597,0,314.64,666,18.1,97.9,17.2
354,5.662999999999999,2.6697918090270023,4.0,-1.1318324262973332,2.3743502558815326,10.5857,80.0,0.413,0,382.8,334,1.91,21.9,18.2
495,5.67,4.046702901159813,6.0,-0.3953777043645025,0.18798563778556404,2.7986,0.0,0.585,0,393.29,391,9.69,28.8,23.1
33,5.7010000000000005,4.127279349552924,4.0,0.4847461947142814,1.4512461652389805,3.7872,0.0,0.5379999999999999,0,358.77,307,8.14,95.0,13.1
331,5.706,3.404145974000547,1.0,-1.0492105951534463,-0.8901217846286296,6.6407,35.0,0.4379,0,394.02,304,6.06,28.4,17.1
493,5.7070000000000025,3.343359536528752,6.0,-0.41145533695066694,0.18798563778556404,2.3817,0.0,0.585,0,396.9,391,9.69,54.0,21.8
469,5.712999999999999,3.715212400832806,24.0,1.4957165043718674,0.8339166373605564,2.8237,0.0,0.58,0,396.9,666,18.1,56.7,20.1
19,5.727,3.2336833061733574,4.0,0.27542816205317966,1.4512461652389805,3.7965,0.0,0.5379999999999999,0,390.95,307,8.14,69.5,18.2
119,5.731,3.5668306402903864,6.0,-0.5017019346613759,-0.5258182504646595,2.7592,0.0,0.547,0,391.5,432,10.01,65.2,19.3
60,5.7410000000000005,3.504757897122546,8.0,-0.48609197779633684,0.49495561562927587,7.2254,25.0,0.45299999999999996,0,395.11,284,5.13,66.2,18.7
317,5.782,3.8584565360003498,4.0,-0.2398709582394173,-0.2440160109439703,4.0317,0.0,0.544,0,396.9,304,9.9,71.7,19.8
207,5.7829999999999995,4.096430148896076,4.0,-0.22654377497741748,-0.1423608133519389,4.3549,0.0,0.489,0,389.43,277,10.59,72.7,22.5
66,5.787000000000001,3.0675465168604403,4.0,-1.1222331553355689,-1.163237354078121,6.6115,80.0,0.39799999999999996,0,396.9,337,3.37,31.1,19.4
297,5.79,3.846640986785902,4.0,-0.5148601749761201,-1.1943938643994008,6.32,0.0,0.4370000000000001,0,396.9,289,13.92,58.0,20.3
497,5.794,3.6311943763592582,6.0,-0.1957834054799228,0.18798563778556404,2.8927,0.0,0.585,0,396.9,391,9.69,70.6,18.3
212,5.807,3.86904168839634,4.0,-0.2995140376751171,-0.1423608133519389,3.6526,0.0,0.489,1,390.94,277,10.59,53.8,22.4
26,5.813,3.7214583160520016,4.0,0.23986995799748442,1.4512461652389805,4.6819999999999995,0.0,0.5379999999999999,0,376.88,307,8.14,90.3,16.6
106,5.836,4.15984251803158,5.0,-0.4175696354812448,1.3686186004260046,2.211,0.0,0.52,0,395.67,384,8.56,91.9,19.5
426,5.8370000000000015,3.828809188961729,24.0,1.4699311720761996,0.8339166373605564,1.9976,0.0,0.584,0,24.65,666,18.1,59.7,10.2
399,5.852,5.1342169447957025,24.0,1.386511511049383,0.8339166373605564,1.5004,0.0,0.693,0,338.16,666,18.1,77.8,6.3
164,5.854,3.2884340492581208,5.0,0.7762775172559387,-1.5470145723649098,2.4219999999999997,0.0,0.605,0,395.11,403,19.58,91.8,22.7
444,5.854,4.646179950584525,24.0,1.487407066172745,0.8339166373605564,1.8956,0.0,0.74,0,240.52,666,18.1,96.6,10.8
270,5.856,3.4841543588369412,3.0,-0.1430350575522919,-0.1423608133519389,4.428999999999999,20.0,0.46399999999999997,0,388.65,223,6.96,42.1,21.1
174,5.859,2.965680996860145,5.0,-0.776798108927056,-0.9977065355891357,2.7019,0.0,0.51,0,393.23,296,4.05,68.7,22.6
328,5.867999999999999,3.0222936891299548,4.0,-0.9039255593271319,-0.8901217846286296,5.2146,0.0,0.46,0,382.44,430,3.24,25.8,19.3
118,5.872000000000001,3.790323521212809,6.0,-0.553769425197108,-0.5258182504646595,2.4775,0.0,0.547,0,338.63,432,10.01,73.1,20.4
79,5.874,2.8697261272768904,5.0,-0.7804882842752118,-0.08999868753999354,4.5026,0.0,0.4370000000000001,0,396.06,398,12.83,36.6,20.3
170,5.875,3.6735743676803585,5.0,0.505818752728696,-1.5470145723649098,2.4259,0.0,0.605,0,292.29,403,19.58,94.6,17.4
255,5.876,2.896811951652281,1.0,-1.2351171857004821,-1.0659191906437686,9.2203,80.0,0.392,0,395.18,315,3.64,19.1,20.9
67,5.877999999999999,2.679756088281482,4.0,-0.9741590999849273,0.017896579289068827,6.4979999999999976,12.5,0.409,0,396.21,345,6.07,21.4,22.0
171,5.88,3.346291054735968,5.0,0.7897180047585394,-1.5470145723649098,2.3887,0.0,0.605,0,348.13,403,19.58,97.3,19.1
352,5.8839999999999995,2.6171930947124875,4.0,-0.8566154548847095,-0.2933486421586383,10.7103,60.0,0.41100000000000003,0,392.33,411,1.69,18.5,18.6
69,5.885,2.812637441093827,4.0,-0.5632470740784973,0.017896579289068827,6.4979999999999976,12.5,0.409,0,396.9,345,6.07,33.0,20.9
54,5.888,3.7202104371443276,3.0,-1.7627612015451475,1.5355294497785872,7.3197,75.0,0.41,0,396.9,469,4.0,47.6,18.9
12,5.888999999999999,3.831194347771766,5.0,-0.7228213449559038,-1.4222575652151794,5.4509,12.5,0.524,0,390.5,311,7.87,39.0,21.7
205,5.891,3.1696594995495473,4.0,-0.5316379422503958,-0.1423608133519389,3.9454,0.0,0.489,0,396.9,277,10.59,22.3,22.6
346,5.898,3.4381720418685697,3.0,-0.9412984402868217,-0.03658649314202912,8.0136,0.0,0.442,0,364.61,352,4.39,52.3,17.2
316,5.914,4.125163952790206,4.0,-0.11309541444347569,-0.2440160109439703,3.9986,0.0,0.544,0,390.7,304,9.9,83.2,17.8
494,5.926,3.5641657807962606,6.0,-0.17590049959469192,0.18798563778556404,2.3817,0.0,0.585,0,396.9,391,9.69,42.6,24.5
468,5.926,4.103911338022013,24.0,1.5646538603197673,0.8339166373605564,2.9084,0.0,0.58,0,368.74,666,18.1,71.0,19.1
59,5.9270000000000005,2.8914220649177595,8.0,-0.6732542038213762,0.49495561562927587,6.932,25.0,0.45299999999999996,0,396.9,284,5.13,47.2,19.6
115,5.928,3.8371470025580674,6.0,-0.41716149597107477,-0.5258182504646595,2.4631,0.0,0.547,0,344.91,432,10.01,88.2,18.3
35,5.933,2.9726221070375938,5.0,-0.9200107732081769,0.18798563778556404,3.3603,0.0,0.499,0,396.9,279,5.96,68.2,18.9
16,5.935,2.352873673936957,4.0,0.44498750441427565,1.4512461652389805,4.4986,0.0,0.5379999999999999,0,386.85,307,8.14,29.3,23.1
438,5.935,5.413200733634689,24.0,1.5134798797410494,0.8339166373605564,1.8206,0.0,0.74,0,68.95,666,18.1,87.9,8.4
355,5.936,2.101726764684669,4.0,-0.6571010136802442,2.3743502558815326,10.5857,80.0,0.413,0,376.04,334,1.91,19.5,20.6
32,5.95,4.965637493689695,4.0,0.5676379884379749,1.4512461652389805,3.99,0.0,0.5379999999999999,0,232.6,307,8.14,82.0,13.2
466,5.952000000000001,3.997075820781352,24.0,0.9958355441140513,0.8339166373605564,2.8715,0.0,0.655,0,22.01,666,18.1,84.7,19.0
210,5.96,4.010407109593764,4.0,-0.408155814339856,-0.1423608133519389,3.8771,0.0,0.489,1,393.25,277,10.59,92.1,21.7
71,5.961,3.006999138640917,4.0,-0.45531208840364956,0.18798563778556404,5.2873,0.0,0.413,0,376.94,305,10.81,17.5,21.7
50,5.962999999999999,3.5454264712589225,4.0,-0.7513631251048318,-0.9267037546994666,6.8147,21.0,0.439,0,395.56,243,5.64,45.7,19.7
21,5.965,3.5959463305615773,4.0,0.34880253275703516,1.4512461652389805,4.0123,0.0,0.5379999999999999,0,392.53,307,8.14,89.2,19.6
38,5.966,3.049222732462062,5.0,-0.4064718933183756,0.18798563778556404,3.8473,0.0,0.499,0,393.43,279,5.96,30.2,24.7
61,5.966,3.674846875720457,8.0,-0.41608452947911245,0.49495561562927587,6.8185,25.0,0.45299999999999996,0,378.08,284,5.13,93.4,16.0
340,5.968,2.903977508154801,5.0,-0.9422373815032665,0.8339166373605564,4.8122,0.0,0.515,0,396.9,224,5.19,58.5,18.7
230,5.981,3.2899361266607414,8.0,0.13562618661453646,-0.6958295247686671,3.6715,0.0,0.504,0,378.35,307,6.2,68.1,24.3
491,5.983,4.097500259625116,4.0,-0.6611983196461365,0.763410225319547,1.8681,0.0,0.609,0,390.11,711,27.74,98.8,13.6
339,5.985,2.982992358623171,5.0,-1.0014699192524343,0.8339166373605564,4.8122,0.0,0.515,0,396.9,224,5.19,45.4,19.0
17,5.99,3.7039284586336088,4.0,0.3109289754741666,1.4512461652389805,4.2579,0.0,0.5379999999999999,0,386.75,307,8.14,81.7,17.5
53,5.9979999999999976,2.7443554997617063,4.0,-1.053666152234881,-0.9267037546994666,6.8147,21.0,0.439,0,396.9,243,5.64,21.4,23.4
467,6.002999999999999,4.42334872882577,24.0,1.0611903541338774,0.8339166373605564,2.5403,0.0,0.584,0,331.29,666,18.1,94.5,19.1
9,6.004,3.991499850803411,5.0,-0.42096494219846803,-1.4222575652151794,6.5921,12.5,0.524,0,386.71,311,7.87,85.9,18.9
294,6.0089999999999995,3.093929833879268,4.0,-0.792232718651851,-1.1943938643994008,5.5027,0.0,0.4370000000000001,0,396.9,289,13.92,42.3,21.7
345,6.013999999999999,3.1151364445531735,3.0,-1.305817213110216,-0.03658649314202912,8.0136,0.0,0.442,0,385.64,352,4.39,48.5,17.5
117,6.021,3.077477320403506,6.0,-0.48053358425667514,-0.5258182504646595,2.7474,0.0,0.547,0,394.51,432,10.01,82.6,19.2
312,6.023,3.300422883449235,4.0,-0.2080929833899161,-0.2440160109439703,2.8339999999999996,0.0,0.544,0,396.3,304,9.9,90.4,19.4
505,6.03,2.6355517001193722,1.0,-1.079905100683013,1.4512461652389805,2.505,0.0,0.573,0,396.9,273,11.93,80.8,11.9
47,6.03,4.174411668322588,3.0,-0.2728688667279097,-0.48115598692927425,5.6894,0.0,0.44799999999999995,0,392.74,233,6.91,85.5,16.6
332,6.0310000000000015,2.6253725877005456,1.0,-1.247726311492894,-0.8901217846286296,6.6407,35.0,0.4379,0,362.25,304,6.06,23.3,19.4
335,6.037000000000001,2.6617859167910125,5.0,-1.1759162461069226,0.8339166373605564,5.9853,0.0,0.515,0,396.9,224,5.19,34.5,21.1
27,6.0470000000000015,4.011514817886842,4.0,0.4009247630799143,1.4512461652389805,4.4534,0.0,0.5379999999999999,0,306.38,307,8.14,88.8,14.8
72,6.065,2.0884066805994768,4.0,-0.7347144745964789,0.18798563778556404,5.2873,0.0,0.413,0,390.91,305,10.81,7.8,22.8
31,6.072,3.4896665116896526,4.0,0.5569154958269448,1.4512461652389805,4.175,0.0,0.5379999999999999,0,376.73,307,8.14,100.0,14.5
327,6.0829999999999975,3.454998739924766,5.0,-0.2483151640274413,0.4311029799776722,5.4159,0.0,0.493,0,396.9,287,7.38,43.7,22.2
235,6.086,3.171243063192543,8.0,-0.09498800383242821,-0.6958295247686671,3.6519,0.0,0.507,0,376.75,307,6.2,61.5,24.0
34,6.096,4.329388077056559,4.0,0.6336214563848014,1.4512461652389805,3.7598,0.0,0.5379999999999999,0,248.31,307,8.14,96.9,13.5
423,6.103,4.6025657951434,24.0,1.2505530138115606,0.8339166373605564,2.0218,0.0,0.614,0,2.52,666,18.1,85.1,13.4
254,6.108,2.350538096533673,1.0,-1.071227903987937,-1.0659191906437686,9.2203,80.0,0.392,0,392.89,315,3.64,32.0,21.9
246,6.108,2.8806015324095875,7.0,-0.08151752155057097,0.13016074611929906,8.0555,22.0,0.431,0,390.18,330,5.86,34.9,24.3
51,6.115,2.9288708195668693,4.0,-1.1273795695103155,-0.9267037546994666,6.8147,21.0,0.439,0,393.97,243,5.64,63.0,20.5
502,6.12,2.866088687547785,1.0,-1.1045009043633969,1.4512461652389805,2.2875,0.0,0.573,0,396.9,273,11.93,76.7,20.6
87,6.121,2.746282345343656,3.0,-0.8633553624695299,-0.19369326102571494,3.7476,0.0,0.449,0,395.15,247,4.49,56.8,22.2
293,6.1270000000000024,2.773074817466621,4.0,-0.7880777907207976,-1.1943938643994008,5.5027,0.0,0.4370000000000001,0,396.9,289,13.92,18.4,23.9
154,6.129,3.7598237162901924,5.0,0.5757852579630759,-1.5470145723649098,1.7494,0.0,0.871,1,321.02,403,19.58,96.0,17.0
77,6.14,3.0725175190962477,5.0,-0.7611188889095482,-0.08999868753999354,4.0905,0.0,0.4370000000000001,0,386.96,398,12.83,45.8,20.8
22,6.142,4.166096740265133,4.0,0.5149611785275265,1.4512461652389805,3.9769,0.0,0.5379999999999999,0,396.9,307,8.14,91.7,15.2
181,6.144,2.9324036672906604,3.0,-0.8829245202764506,-0.5258182504646595,2.5979,0.0,0.488,0,396.9,193,2.46,62.2,36.2
185,6.153,3.504757897122546,3.0,-0.9512025385808253,-0.5258182504646595,3.2797,0.0,0.488,0,387.11,193,2.46,68.8,29.6
201,6.162000000000001,2.5420785667481227,2.0,-1.251005612541043,-1.5470145723649098,6.27,82.5,0.415,0,393.77,348,2.03,38.4,24.1
470,6.1670000000000025,3.899365368795499,24.0,1.0542983698159867,0.8339166373605564,3.0334,0.0,0.58,0,396.9,666,18.1,84.0,19.9
42,6.169,2.1644073404381743,3.0,-0.513182139115341,-0.48115598692927425,5.7209,0.0,0.44799999999999995,0,383.37,233,6.91,6.6,25.3
7,6.1720000000000015,4.21047142468078,5.0,-0.5024332247641144,-1.4222575652151794,5.9505,12.5,0.524,0,396.9,311,7.87,96.1,27.1
140,6.1739999999999995,4.678000889976308,4.0,-0.1566070761344211,1.6215019203667385,1.6119,0.0,0.624,0,388.08,437,21.89,93.6,14.0
116,6.176,3.34775540269668,6.0,-0.5499068361545912,-0.5258182504646595,2.7301,0.0,0.547,0,393.3,432,10.01,72.5,21.2
215,6.182,2.9359307457976938,4.0,-0.34518240576501313,-0.1423608133519389,3.9454,0.0,0.489,0,393.63,277,10.59,42.4,25.0
393,6.193,3.7659546670000736,24.0,1.332014514468746,0.8339166373605564,1.7912,0.0,0.693,0,396.9,666,18.1,92.6,13.8
428,6.193,4.442112923787356,24.0,1.2681684746005077,0.8339166373605564,1.9356,0.0,0.679,0,96.73,666,18.1,78.1,11.0
110,6.195,3.4841543588369412,5.0,-0.650710911866936,1.3686186004260046,2.7778,0.0,0.52,0,393.49,384,8.56,54.4,21.7
287,6.209,2.479497782180247,6.0,-1.1882490532489487,-0.9977065355891357,7.3172,52.5,0.405,0,396.9,293,5.32,31.3,23.2
93,6.211,2.264568065528535,4.0,-1.3490074434551387,-0.3417103409235555,3.6659,28.0,0.46399999999999997,0,396.33,270,15.04,28.9,25.0
43,6.211,2.5442026348977014,3.0,-0.45342129571402257,-0.48115598692927425,5.7209,0.0,0.44799999999999995,0,394.46,233,6.91,6.5,24.7
356,6.2120000000000015,4.046702901159813,24.0,1.3472771393169354,0.8339166373605564,2.1222,0.0,0.77,1,377.73,666,18.1,97.4,17.8
371,6.216,2.9464775811461115,24.0,1.358153643316472,0.8339166373605564,1.1691,0.0,0.631,0,366.15,666,18.1,100.0,50.0
247,6.226,3.0525657199803735,7.0,-0.34882442981310413,0.13016074611929906,8.0555,22.0,0.431,0,376.14,330,5.86,79.2,20.5
479,6.229,3.4992814397758725,24.0,1.5319209356431884,0.8339166373605564,1.9512,0.0,0.614,0,383.32,666,18.1,88.0,21.4
286,6.23,3.4744764949397533,1.0,-1.5577300141265689,-0.3417103409235555,9.0892,80.0,0.385,0,341.6,241,1.76,31.5,20.1
78,6.232,3.3912553525424505,5.0,-0.9873491235916838,-0.08999868753999354,5.0141,0.0,0.4370000000000001,0,386.4,398,12.83,53.7,21.2
271,6.24,2.3552065118993655,3.0,-0.44484996933967824,-0.1423608133519389,4.428999999999999,20.0,0.46399999999999997,0,396.9,223,6.96,16.3,25.2
73,6.245,2.565322980459282,4.0,-0.35180923728404684,0.18798563778556404,5.2873,0.0,0.413,0,377.17,305,10.81,6.2,23.4
94,6.249,3.124855976890279,4.0,-1.1327027835699968,-0.3417103409235555,3.615,28.0,0.46399999999999997,0,396.9,270,15.04,77.3,20.6
313,6.266,2.639609382230646,4.0,-0.1939712710811319,-0.2440160109439703,3.2628,0.0,0.544,0,393.39,304,9.9,82.8,21.6
75,6.2860000000000005,2.840451854344189,5.0,-0.7155183753059148,-0.08999868753999354,4.5026,0.0,0.4370000000000001,0,383.23,398,12.83,45.0,21.4
65,6.29,1.8462868559660297,4.0,-1.2296773194437516,-1.163237354078121,6.6115,80.0,0.39799999999999996,0,396.9,337,3.37,17.8,23.5
82,6.3020000000000005,2.3852874246994733,4.0,-1.2185253071485933,0.07347176734476896,5.4007,25.0,0.426,0,396.9,281,4.86,32.2,24.8
326,6.312,2.249867756196549,5.0,-0.1361095651800842,0.4311029799776722,5.4159,0.0,0.493,0,396.9,287,7.38,28.9,23.0
485,6.312,3.123239013074438,24.0,0.9845402959390183,0.8339166373605564,3.9917,0.0,0.583,0,388.62,666,18.1,51.9,21.2
288,6.315,2.57789156243893,6.0,-1.0971358916143719,-0.9977065355891357,7.3172,52.5,0.405,0,396.9,293,5.32,45.6,22.3
333,6.316,2.1307090791107917,5.0,-1.042912671204607,0.8339166373605564,6.4584,0.0,0.515,0,389.71,224,5.19,38.1,22.2
206,6.3260000000000005,3.1854447936282244,4.0,-0.27196928489661887,-0.1423608133519389,4.3549,0.0,0.489,0,394.87,277,10.59,52.5,24.4
131,6.3260000000000005,3.379735929099425,4.0,0.5004416053733126,1.6215019203667385,2.271,0.0,0.624,0,396.9,437,21.89,97.7,19.6
298,6.345,1.9353598435540986,5.0,-0.9160218115629841,-1.523068108286648,7.8278,70.0,0.4,0,368.24,358,2.24,20.1,22.5
242,6.358,3.224427426998291,6.0,-0.6751433480173465,-0.9977065355891357,7.0355,30.0,0.428,0,372.75,300,4.93,52.9,22.2
321,6.376,2.4194428321769594,5.0,-0.38819662094683016,0.4311029799776722,4.5404,0.0,0.493,0,396.9,287,7.38,54.3,23.1
10,6.3770000000000024,4.340106637610752,5.0,-0.2823551244825927,-1.4222575652151794,6.3467,12.5,0.524,0,392.52,311,7.87,94.3,15.0
378,6.38,4.637514136884946,24.0,1.7300364173956317,0.8339166373605564,1.3861,0.0,0.6709999999999999,0,396.9,666,18.1,96.2,13.1
429,6.38,4.671152737882052,24.0,1.3627109378153377,0.8339166373605564,1.9682,0.0,0.679,0,60.72,666,18.1,95.6,9.5
56,6.382999999999999,2.1541012037201885,2.0,-1.5329922218887975,-0.7362553843434029,9.1876,85.0,0.41,0,396.9,313,0.74,35.7,24.7
169,6.402,3.239832791428467,5.0,0.8140279972734683,-1.5470145723649098,2.2625,0.0,0.605,0,330.04,403,19.58,95.2,22.3
70,6.4170000000000025,2.3852874246994733,4.0,-0.7541057376831465,0.18798563778556404,5.2873,0.0,0.413,0,383.73,305,10.81,6.6,24.2
5,6.43,2.003674797646323,3.0,-1.3285991640072043,-0.08999868753999354,6.0622,0.0,0.45799999999999996,0,394.12,222,2.18,58.7,28.7
325,6.431,1.9669800283757777,5.0,-0.36085306761333646,0.4311029799776722,5.4159,0.0,0.493,0,393.68,287,7.38,14.7,24.6
248,6.433,2.9447233430225324,7.0,-0.43785880755185747,0.13016074611929906,7.8265,22.0,0.431,0,374.71,330,5.86,49.1,24.5
472,6.437,3.664647691496281,24.0,0.9724810578371782,0.8339166373605564,2.8965,0.0,0.58,0,393.37,666,18.1,75.0,23.2
251,6.438,1.4836495332713022,7.0,-0.30660403419999177,0.13016074611929906,7.3967,22.0,0.431,0,377.07,330,5.86,8.9,24.8
92,6.442,2.6916507195276225,4.0,-1.1441543544060353,-0.3417103409235555,3.6659,28.0,0.46399999999999997,0,395.01,270,15.04,53.6,22.9
285,6.452999999999999,2.7054427285182543,1.0,-1.8844348323241655,-1.3957494537580664,7.3073,55.0,0.389,0,394.72,300,2.25,31.9,22.0
62,6.456,2.3875826697574847,8.0,-0.6397493500506618,0.49495561562927587,7.2255,25.0,0.45299999999999996,0,396.9,284,5.13,67.8,22.2
436,6.461,4.095359580497498,24.0,1.5343070890302952,0.8339166373605564,2.0026,0.0,0.74,0,27.49,666,18.1,93.3,9.6
108,6.474,3.3811790257145096,5.0,-0.5638011117563145,1.3686186004260046,2.4329,0.0,0.52,0,395.24,384,8.56,97.1,19.8
238,6.481,2.30084478259932,6.0,-0.7893960273611305,-0.9977065355891357,6.1899,30.0,0.428,0,379.41,300,4.93,18.5,23.7
278,6.482,2.490425899736396,4.0,-0.8064052620830771,-0.6125179524635898,4.1403,40.0,0.447,0,396.9,254,6.41,32.1,29.1
476,6.484,4.161928982066223,24.0,1.1008448120034797,0.8339166373605564,2.3053,0.0,0.614,0,396.21,666,18.1,93.6,16.7
250,6.487,2.187397344299956,7.0,-0.5174781833773127,0.13016074611929906,7.3967,22.0,0.431,0,396.28,330,5.86,13.0,24.4
350,6.49,2.207606647370768,1.0,-0.9371371004068698,0.49495561562927587,8.7921,40.0,0.429,0,396.9,335,1.25,44.4,22.9
52,6.511,2.023141459983595,4.0,-1.0148115783672296,-0.9267037546994666,6.8147,21.0,0.439,0,396.9,243,5.64,21.1,25.0
463,6.513,3.0758252942741215,24.0,1.173320381055807,0.8339166373605564,2.8016,0.0,0.713,0,393.82,666,18.1,89.9,20.2
347,6.516,2.30084478259932,4.0,-1.585156968023133,-0.48115598692927425,8.5353,85.0,0.429,0,392.43,351,4.15,27.7,23.1
272,6.537999999999999,2.60486282794747,3.0,-0.620095458177971,-0.1423608133519389,3.9175,20.0,0.46399999999999997,0,394.96,223,6.96,58.7,24.4
342,6.54,2.7863446373513967,1.0,-1.4257046057853004,-1.2249293306063105,6.2669,0.0,0.518,0,389.96,422,1.89,59.7,16.5
188,6.556,1.812518361993922,5.0,-0.572713029421591,-1.4222575652151794,4.5667,45.0,0.4370000000000001,0,382.84,398,3.44,29.1,29.8
183,6.563,2.1307090791107917,3.0,-0.6893959020091237,-0.5258182504646595,2.847,0.0,0.488,0,396.9,193,2.46,95.6,32.5
289,6.565,2.9429676813381844,6.0,-1.1323295918098604,-0.9977065355891357,7.3172,52.5,0.405,0,371.72,293,5.32,22.9,24.8
314,6.567,2.90218835606702,4.0,-0.04175039311623954,-0.2440160109439703,3.6023,0.0,0.544,0,395.69,304,9.9,87.3,23.8
0,6.575,1.938256611743444,1.0,-2.199511571304455,-1.3957494537580664,4.09,18.0,0.5379999999999999,0,396.9,296,2.31,65.2,24.0
351,6.579,2.0803698463157363,4.0,-0.8082302057904789,-0.2933486421586383,10.7103,60.0,0.41100000000000003,0,370.78,411,1.69,35.9,24.1
301,6.59,2.941210593439117,7.0,-1.2367908728301602,-1.163237354078121,5.4917,34.0,0.433,0,395.75,329,6.09,40.4,22.0
501,6.593,2.9708889090275314,1.0,-0.9327584225676802,1.4512461652389805,2.4786,0.0,0.573,0,391.99,273,11.93,69.1,22.4
39,6.595,1.7365988567837962,3.0,-1.3706416879202195,-0.2933486421586383,5.4011,75.0,0.428,0,395.63,252,2.95,21.8,30.8
194,6.604,1.7558782660741605,1.0,-1.73110191590629,-1.3129270985661694,6.2196,60.0,0.401,0,376.7,265,2.93,18.8,29.1
305,6.6160000000000005,2.838608818511256,7.0,-1.0032028551232526,-0.2440160109439703,3.37,33.0,0.47200000000000003,0,393.36,222,2.18,58.1,28.4
81,6.619,2.4969546301392596,4.0,-1.1122129270107879,0.07347176734476896,5.4007,25.0,0.426,0,395.63,281,4.86,70.4,23.9
95,6.625,2.3691464215786486,2.0,-0.5880805925377928,-0.43559577198681326,3.4952,0.0,0.445,0,357.98,276,2.89,57.8,28.4
292,6.63,1.8553897279418858,4.0,-1.2250385326642268,0.18798563778556404,5.1167,80.0,0.41100000000000003,0,396.9,245,4.95,23.4,27.9
85,6.63,2.3411682441639794,3.0,-0.9790994476625662,-0.19369326102571494,4.4377,0.0,0.449,0,392.3,247,4.49,56.1,26.6
348,6.635,2.2101181045190783,4.0,-1.7074971218062345,-0.8528005917916469,8.344,80.0,0.435,0,390.94,280,2.01,29.7,24.5
411,6.657,4.41391561303856,24.0,1.5240665408053786,0.8339166373605564,1.5275,0.0,0.597,0,35.05,666,18.1,100.0,17.2
249,6.718,2.3481997722956276,7.0,-0.36378520198921777,0.13016074611929906,7.8265,22.0,0.431,0,393.74,330,5.86,17.5,26.2
80,6.727,2.0259061163126275,4.0,-1.1557379079670795,0.07347176734476896,5.4007,25.0,0.426,0,396.9,281,4.86,33.5,28.0
353,6.728,1.7938332737052798,5.0,-1.6351317099671576,-0.8528005917916469,12.1265,90.0,0.41,0,384.46,187,2.02,36.1,30.1
454,6.728,4.165055445928611,24.0,1.3700671005403273,0.8339166373605564,2.4961,0.0,0.713,0,6.68,666,18.1,94.1,14.9
