original_idx,RM,LSTAT,RAD,CRIM,PTRATIO,DIS,ZN,NOX,CHAS,B,TAX,INDUS,AGE,MEDV
477,5.303999999999999,24.91,24.0,15.0234,20.2,2.1007,0.0,0.614,0,349.48,666,18.1,97.3,12.0
417,5.303999999999999,26.64,24.0,25.9406,20.2,1.6475,0.0,0.679,0,127.36,666,18.1,89.1,10.4
209,5.343999999999999,23.09,4.0,0.43571000000000004,18.6,3.875,0.0,0.489,1,396.9,277,10.59,100.0,20.0
389,5.39,20.85,24.0,8.15174,20.2,1.7281,0.0,0.7,0,396.9,666,18.1,98.9,11.5
48,5.399,30.81,3.0,0.25387,17.9,5.87,0.0,0.44799999999999995,0,396.9,233,6.91,95.3,14.4
398,5.452999999999999,30.59,24.0,38.3518,20.2,1.4896,0.0,0.693,0,396.9,666,18.1,100.0,5.0
488,5.454,18.06,4.0,0.15086,20.1,1.8209,0.0,0.609,0,395.09,711,27.74,92.7,15.2
404,5.531000000000001,27.38,24.0,41.5292,20.2,1.6074,0.0,0.693,0,329.46,666,18.1,85.4,8.5
499,5.569,15.1,6.0,0.17783,19.2,2.3999,0.0,0.585,0,395.77,391,9.69,73.5,17.5
20,5.57,21.02,4.0,1.25179,21.0,3.7979,0.0,0.5379999999999999,0,376.57,307,8.14,98.1,13.6
172,5.572,14.69,5.0,0.13914,16.6,2.5961,0.0,0.51,0,396.9,296,4.05,88.5,23.1
244,5.593,12.5,7.0,0.20608,19.1,7.9549,22.0,0.431,0,372.49,330,5.86,76.5,17.6
25,5.599,16.51,4.0,0.84054,21.0,4.4546,0.0,0.5379999999999999,0,303.42,307,8.14,85.7,13.9
49,5.602,16.2,3.0,0.21977,17.9,6.0877,0.0,0.44799999999999995,0,396.9,233,6.91,62.0,19.4
184,5.604,13.98,3.0,0.08308,17.8,2.9879,0.0,0.488,0,391.0,193,2.46,89.8,26.4
245,5.605,18.46,7.0,0.19133,19.1,7.9549,22.0,0.431,0,389.13,330,5.86,70.2,18.5
407,5.608,12.13,24.0,11.9511,20.2,1.2852,0.0,0.659,0,332.09,666,18.1,100.0,27.9
126,5.6129999999999995,27.26,2.0,0.38735,19.1,1.7572,0.0,0.581,0,359.29,188,25.65,95.6,15.7
8,5.631,29.93,5.0,0.21124,15.2,6.0821,12.5,0.524,0,386.63,311,7.87,100.0,16.5
354,5.662999999999999,8.05,4.0,0.04301,22.0,10.5857,80.0,0.413,0,382.8,334,1.91,21.9,18.2
127,5.693,17.19,4.0,0.25915,21.2,1.7883,0.0,0.624,0,392.11,437,21.89,96.0,16.2
33,5.7010000000000005,18.35,4.0,1.15172,21.0,3.7872,0.0,0.5379999999999999,0,358.77,307,8.14,95.0,13.1
331,5.706,12.43,1.0,0.050230000000000004,16.9,6.6407,35.0,0.4379,0,394.02,304,6.06,28.4,17.1
493,5.707000000000001,12.01,6.0,0.17331,19.2,2.3817,0.0,0.585,0,396.9,391,9.69,54.0,21.8
323,5.707999999999999,11.74,5.0,0.28392,19.6,4.7211,0.0,0.493,0,391.13,287,7.38,74.3,18.5
469,5.712999999999999,14.76,24.0,13.0751,20.2,2.8237,0.0,0.58,0,396.9,666,18.1,56.7,20.1
30,5.712999999999999,22.6,4.0,1.13081,21.0,4.2330000000000005,0.0,0.5379999999999999,0,360.17,307,8.14,94.1,12.7
119,5.731,13.61,6.0,0.14476,17.8,2.7592,0.0,0.547,0,391.5,432,10.01,65.2,19.3
60,5.7410000000000005,13.15,8.0,0.14932,19.7,7.2254,25.0,0.45299999999999996,0,395.11,284,5.13,66.2,18.7
483,5.7620000000000005,10.42,24.0,2.81838,20.2,4.0983,0.0,0.532,0,392.92,666,18.1,40.3,21.8
207,5.7829999999999995,18.06,4.0,0.25199,18.6,4.3549,0.0,0.489,0,389.43,277,10.59,72.7,22.5
46,5.7860000000000005,14.15,3.0,0.18836,17.9,5.1004,0.0,0.44799999999999995,0,396.9,233,6.91,33.3,20.0
66,5.787000000000001,10.24,4.0,0.043789999999999996,16.1,6.6115,80.0,0.39799999999999996,0,396.9,337,3.37,31.1,19.4
297,5.79,15.84,4.0,0.14103,16.0,6.32,0.0,0.43700000000000006,0,396.9,289,13.92,58.0,20.3
26,5.813,14.81,4.0,0.67191,21.0,4.6819999999999995,0.0,0.5379999999999999,0,376.88,307,8.14,90.3,16.6
23,5.813,19.88,4.0,0.9884299999999999,21.0,4.0952,0.0,0.5379999999999999,0,394.54,307,8.14,100.0,14.5
133,5.822,15.03,4.0,0.32982,21.2,2.4699,0.0,0.624,0,388.69,437,21.89,95.4,18.4
426,5.837000000000001,15.69,24.0,12.2472,20.2,1.9976,0.0,0.584,0,24.65,666,18.1,59.7,10.2
36,5.841,11.41,5.0,0.09744,19.2,3.3779,0.0,0.499,0,377.56,279,5.96,61.4,20.0
399,5.852,29.97,24.0,9.91655,20.2,1.5004,0.0,0.693,0,338.16,666,18.1,77.8,6.3
270,5.856,13.0,3.0,0.29916,18.6,4.428999999999999,20.0,0.46399999999999997,0,388.65,223,6.96,42.1,21.1
138,5.857,21.32,4.0,0.2498,21.2,1.6686,0.0,0.624,0,392.04,437,21.89,98.2,13.3
174,5.859,9.64,5.0,0.08447,16.6,2.7019,0.0,0.51,0,393.23,296,4.05,68.7,22.6
328,5.867999999999999,9.97,4.0,0.06617,16.9,5.2146,0.0,0.46,0,382.44,430,3.24,25.8,19.3
336,5.869,9.8,5.0,0.03427,20.2,5.2311,0.0,0.515,0,396.9,224,5.19,46.3,19.5
79,5.874,9.1,5.0,0.08387,18.7,4.5026,0.0,0.43700000000000006,0,396.06,398,12.83,36.6,20.3
372,5.875,8.88,24.0,8.26725,20.2,1.1296,0.0,0.6679999999999999,1,347.88,666,18.1,89.6,50.0
170,5.875,14.43,5.0,1.2074200000000002,14.7,2.4259,0.0,0.605,0,292.29,403,19.58,94.6,17.4
255,5.876,9.25,1.0,0.035480000000000005,16.4,9.2203,80.0,0.392,0,395.18,315,3.64,19.1,20.9
124,5.879,17.58,2.0,0.09849,19.1,2.0063,0.0,0.581,0,379.38,188,25.65,95.8,18.8
352,5.8839999999999995,7.79,4.0,0.07244,18.3,10.7103,60.0,0.41100000000000003,0,392.33,411,1.69,18.5,18.6
54,5.888,14.8,3.0,0.0136,21.1,7.3197,75.0,0.41,0,396.9,469,4.0,47.6,18.9
205,5.891,10.87,4.0,0.13642,18.6,3.9454,0.0,0.489,0,396.9,277,10.59,22.3,22.6
487,5.905,11.45,24.0,4.8356699999999995,20.2,3.1523,0.0,0.583,0,388.22,666,18.1,53.2,20.6
112,5.912999999999999,16.21,6.0,0.12329000000000001,17.8,2.3534,0.0,0.547,0,394.95,432,10.01,92.9,18.8
316,5.914,18.33,4.0,0.31827,18.4,3.9986,0.0,0.544,0,390.7,304,9.9,83.2,17.8
269,5.92,13.65,3.0,0.09065,18.6,3.9175,20.0,0.46399999999999997,1,391.34,223,6.96,61.5,20.7
59,5.9270000000000005,9.22,8.0,0.10328,19.7,6.932,25.0,0.45299999999999996,0,396.9,284,5.13,47.2,19.6
115,5.928,15.76,6.0,0.17134000000000002,17.8,2.4631,0.0,0.547,0,344.91,432,10.01,88.2,18.3
355,5.936,5.57,4.0,0.10659,22.0,10.5857,80.0,0.413,0,376.04,334,1.91,19.5,20.6
32,5.95,27.71,4.0,1.38799,21.0,3.99,0.0,0.5379999999999999,0,232.6,307,8.14,82.0,13.2
71,5.961,9.88,4.0,0.15875999999999998,19.2,5.2873,0.0,0.413,0,376.94,305,10.81,17.5,21.7
122,5.961,17.93,2.0,0.09299,19.1,2.0869,0.0,0.581,0,378.09,188,25.65,92.9,20.5
50,5.962999999999999,13.45,4.0,0.08872999999999999,16.8,6.8147,21.0,0.439,0,395.56,243,5.64,45.7,19.7
61,5.966,14.44,8.0,0.17171,19.7,6.8185,25.0,0.45299999999999996,0,378.08,284,5.13,93.4,16.0
309,5.972,9.97,4.0,0.3494,18.4,3.1025,0.0,0.544,0,396.24,304,9.9,76.7,20.3
53,5.997999999999999,8.43,4.0,0.04981,16.8,6.8147,21.0,0.439,0,396.9,243,5.64,21.4,23.4
467,6.002999999999999,21.32,24.0,4.422280000000001,20.2,2.5403,0.0,0.584,0,331.29,666,18.1,94.5,19.1
11,6.0089999999999995,13.27,5.0,0.11747,15.2,6.2267,12.5,0.524,0,396.9,311,7.87,82.9,18.9
6,6.0120000000000005,12.43,5.0,0.08829,15.2,5.5605,12.5,0.524,0,395.6,311,7.87,66.6,22.9
117,6.021,10.3,6.0,0.15098,17.8,2.7474,0.0,0.547,0,394.51,432,10.01,82.6,19.2
47,6.03,18.8,3.0,0.22926999999999997,17.9,5.6894,0.0,0.44799999999999995,0,392.74,233,6.91,85.5,16.6
332,6.031000000000001,7.83,1.0,0.03466,16.9,6.6407,35.0,0.4379,0,362.25,304,6.06,23.3,19.4
335,6.037000000000001,8.01,5.0,0.03961,20.2,5.9853,0.0,0.515,0,396.9,224,5.19,34.5,21.1
391,6.051,18.76,24.0,5.29305,20.2,2.1678,0.0,0.7,0,378.38,666,18.1,82.5,23.2
72,6.065,5.52,4.0,0.09164,19.2,5.2873,0.0,0.413,0,390.91,305,10.81,7.8,22.8
158,6.066,6.43,5.0,1.34284,14.7,1.7573,0.0,0.605,0,353.89,403,19.58,100.0,24.3
44,6.069,9.55,3.0,0.12269000000000001,17.9,5.7209,0.0,0.44799999999999995,0,389.39,233,6.91,40.0,21.2
31,6.072,13.04,4.0,1.3547200000000001,21.0,4.175,0.0,0.5379999999999999,0,376.73,307,8.14,100.0,14.5
327,6.082999999999999,12.79,5.0,0.24103000000000002,19.6,5.4159,0.0,0.493,0,396.9,287,7.38,43.7,22.2
241,6.095,12.4,6.0,0.10612,16.6,6.3361,30.0,0.428,0,394.62,300,4.93,65.1,20.1
14,6.096,10.26,4.0,0.6379600000000001,21.0,4.4619,0.0,0.5379999999999999,0,380.02,307,8.14,84.5,18.2
165,6.101,9.81,5.0,2.924,14.7,2.2834,0.0,0.605,0,240.16,403,19.58,93.0,25.0
423,6.103,23.29,24.0,7.05042,20.2,2.0218,0.0,0.614,0,2.52,666,18.1,85.1,13.4
254,6.108,6.57,1.0,0.04819,16.4,9.2203,80.0,0.392,0,392.89,315,3.64,32.0,21.9
246,6.108,9.16,7.0,0.33983,19.1,8.0555,22.0,0.431,0,390.18,330,5.86,34.9,24.3
51,6.115,9.43,4.0,0.04337,16.8,6.8147,21.0,0.439,0,393.97,243,5.64,63.0,20.5
311,6.122000000000001,5.98,4.0,0.7904100000000001,18.4,2.6403,0.0,0.544,0,396.9,304,9.9,52.8,22.1
293,6.127000000000001,8.58,4.0,0.08265,16.0,5.5027,0.0,0.43700000000000006,0,396.9,289,13.92,18.4,23.9
107,6.127000000000001,14.09,5.0,0.13117,20.9,2.1224,0.0,0.52,0,387.69,384,8.56,85.2,20.4
103,6.1370000000000005,13.44,5.0,0.21161,20.9,2.7147,0.0,0.52,0,394.47,384,8.56,87.4,19.3
77,6.14,10.27,5.0,0.08707000000000001,18.7,4.0905,0.0,0.43700000000000006,0,386.96,398,12.83,45.8,20.8
22,6.142,18.72,4.0,1.2324700000000002,21.0,3.9769,0.0,0.5379999999999999,0,396.9,307,8.14,91.7,15.2
58,6.145,6.86,8.0,0.15445,19.7,7.8148,25.0,0.45299999999999996,0,390.68,284,5.13,29.2,23.3
185,6.153,13.15,3.0,0.06047,17.8,3.2797,0.0,0.488,0,387.11,193,2.46,68.8,29.6
201,6.162000000000001,7.43,2.0,0.03445,14.7,6.27,82.5,0.415,0,393.77,348,2.03,38.4,24.1
475,6.162000000000001,24.1,24.0,6.39312,20.2,2.206,0.0,0.584,0,302.76,666,18.1,97.4,13.3
96,6.162999999999999,11.34,2.0,0.11504,18.0,3.4952,0.0,0.445,0,391.83,276,2.89,69.6,21.4
83,6.167000000000001,7.51,4.0,0.03551,19.0,5.4007,25.0,0.426,0,390.64,281,4.86,46.7,22.9
104,6.167000000000001,12.33,5.0,0.1396,20.9,2.421,0.0,0.52,0,392.69,384,8.56,90.0,20.1
116,6.176,12.04,6.0,0.13158,17.8,2.7301,0.0,0.547,0,393.3,432,10.01,72.5,21.2
478,6.185,18.03,24.0,10.232999999999999,20.2,2.1705,0.0,0.614,0,379.7,666,18.1,96.7,14.6
428,6.193,21.52,24.0,7.36711,20.2,1.9356,0.0,0.679,0,96.73,666,18.1,78.1,11.0
434,6.207999999999999,15.17,24.0,13.9134,20.2,2.2222,0.0,0.713,0,100.63,666,18.1,95.0,11.7
287,6.209,7.14,6.0,0.03871,16.6,7.3172,52.5,0.405,0,396.9,293,5.32,31.3,23.2
93,6.211,6.21,4.0,0.02875,18.2,3.6659,28.0,0.46399999999999997,0,396.33,270,15.04,28.9,25.0
379,6.223,21.78,24.0,17.8667,20.2,1.3861,0.0,0.6709999999999999,0,393.74,666,18.1,100.0,10.2
479,6.229,13.11,24.0,14.3337,20.2,1.9512,0.0,0.614,0,383.32,666,18.1,88.0,21.4
286,6.23,12.93,1.0,0.01965,18.2,9.0892,80.0,0.385,0,341.6,241,1.76,31.5,20.1
78,6.232,12.34,5.0,0.05646,18.7,5.0141,0.0,0.43700000000000006,0,386.4,398,12.83,53.7,21.2
271,6.24,6.59,3.0,0.16211,18.6,4.428999999999999,20.0,0.46399999999999997,0,396.9,223,6.96,16.3,25.2
73,6.245,7.54,4.0,0.19539,19.2,5.2873,0.0,0.413,0,377.17,305,10.81,6.2,23.4
94,6.249,10.59,4.0,0.04294,18.2,3.615,28.0,0.46399999999999997,0,396.9,270,15.04,77.3,20.6
76,6.279,11.97,5.0,0.10153,18.7,4.0522,0.0,0.43700000000000006,0,373.66,398,12.83,74.5,20.0
65,6.29,4.67,4.0,0.03584,16.1,6.6115,80.0,0.39799999999999996,0,396.9,337,3.37,17.8,23.5
458,6.301,16.23,24.0,7.75223,20.2,2.7831,0.0,0.713,0,272.21,666,18.1,83.7,14.9
82,6.3020000000000005,6.72,4.0,0.03659,19.0,5.4007,25.0,0.426,0,396.9,281,4.86,32.2,24.8
334,6.31,6.75,5.0,0.037380000000000004,20.2,6.4584,0.0,0.515,0,389.4,224,5.19,38.5,20.7
288,6.315,7.6,6.0,0.0459,16.6,7.3172,52.5,0.405,0,396.9,293,5.32,45.6,22.3
206,6.3260000000000005,10.97,4.0,0.22969,18.6,4.3549,0.0,0.489,0,394.87,277,10.59,52.5,24.4
401,6.343,20.32,24.0,14.2362,20.2,1.5741,0.0,0.693,0,396.9,666,18.1,100.0,7.2
298,6.345,4.97,5.0,0.06466000000000001,14.8,7.8278,70.0,0.4,0,368.24,358,2.24,20.1,22.5
242,6.358,11.22,6.0,0.1029,16.6,7.0355,30.0,0.428,0,372.75,300,4.93,52.9,22.2
132,6.372000000000001,11.12,4.0,0.59005,21.2,2.3274,0.0,0.624,0,385.76,437,21.89,97.9,23.0
429,6.38,24.08,24.0,9.33889,20.2,1.9682,0.0,0.679,0,60.72,666,18.1,95.6,9.5
318,6.382000000000001,10.36,4.0,0.40202,18.4,3.5325,0.0,0.544,0,395.21,304,9.9,67.2,23.1
56,6.382999999999999,5.77,2.0,0.02055,17.3,9.1876,85.0,0.41,0,396.9,313,0.74,35.7,24.7
243,6.393,5.19,6.0,0.12757000000000002,16.6,7.0355,30.0,0.428,0,374.71,300,4.93,7.8,23.7
102,6.405,10.63,5.0,0.22876,20.9,2.7147,0.0,0.52,0,70.8,384,8.56,85.4,18.6
70,6.417000000000001,6.72,4.0,0.08826,19.2,5.2873,0.0,0.413,0,383.73,305,10.81,6.6,24.2
90,6.417000000000001,8.81,2.0,0.04684,17.8,3.0923,0.0,0.489,0,392.18,270,3.41,66.1,22.6
1,6.421,9.14,2.0,0.02731,17.8,4.9671,0.0,0.469,0,396.9,242,7.07,78.9,21.6
432,6.425,12.03,24.0,6.44405,20.2,2.2004,0.0,0.584,0,97.95,666,18.1,74.8,16.1
320,6.426,7.2,5.0,0.1676,19.6,4.5404,0.0,0.493,0,396.9,287,7.38,52.3,23.8
325,6.431,5.08,5.0,0.19186,19.6,5.4159,0.0,0.493,0,393.68,287,7.38,14.7,24.6
248,6.433,9.52,7.0,0.16439,19.1,7.8265,22.0,0.431,0,374.71,330,5.86,49.1,24.5
415,6.434,29.05,24.0,18.0846,20.2,1.8347,0.0,0.679,0,27.25,666,18.1,100.0,7.2
251,6.438,3.59,7.0,0.21409,19.1,7.3967,22.0,0.431,0,377.07,330,5.86,8.9,24.8
285,6.452999999999999,8.23,1.0,0.01096,15.3,7.3073,55.0,0.389,0,394.72,300,2.25,31.9,22.0
62,6.456,6.73,8.0,0.11027,19.7,7.2255,25.0,0.45299999999999996,0,396.9,284,5.13,67.8,22.2
108,6.474,12.27,5.0,0.12802,20.9,2.4329,0.0,0.52,0,395.24,384,8.56,97.1,19.8
238,6.481,6.36,6.0,0.08244,16.6,6.1899,30.0,0.428,0,379.41,300,4.93,18.5,23.7
278,6.482,7.19,4.0,0.07977999999999999,17.6,4.1403,40.0,0.447,0,396.9,254,6.41,32.1,29.1
443,6.485,18.85,24.0,9.96654,20.2,1.9784,0.0,0.74,0,386.73,666,18.1,100.0,15.4
250,6.487,5.9,7.0,0.1403,19.1,7.3967,22.0,0.431,0,396.28,330,5.86,13.0,24.4
52,6.511,5.28,4.0,0.0536,16.8,6.8147,21.0,0.439,0,396.9,243,5.64,21.1,25.0
347,6.516,6.36,4.0,0.0187,17.9,8.5353,85.0,0.429,0,392.43,351,4.15,27.7,23.1
272,6.537999999999999,7.73,3.0,0.1146,18.6,3.9175,20.0,0.46399999999999997,0,394.96,223,6.96,58.7,24.4
296,6.5489999999999995,7.39,4.0,0.053720000000000004,16.0,5.9604,0.0,0.43700000000000006,0,392.85,289,13.92,51.0,27.1
183,6.563,5.68,3.0,0.10008,17.8,2.847,0.0,0.488,0,396.9,193,2.46,95.6,32.5
289,6.565,9.51,6.0,0.04297,16.6,7.3172,52.5,0.405,0,371.72,293,5.32,22.9,24.8
0,6.575,4.98,1.0,0.00632,15.3,4.09,18.0,0.5379999999999999,0,396.9,296,2.31,65.2,24.0
351,6.579,5.49,4.0,0.0795,18.3,10.7103,60.0,0.41100000000000003,0,370.78,411,1.69,35.9,24.1
301,6.59,9.5,7.0,0.03537,16.1,5.4917,34.0,0.433,0,395.75,329,6.09,40.4,22.0
39,6.595,4.32,3.0,0.027630000000000002,18.3,5.4011,75.0,0.428,0,395.63,252,2.95,21.8,30.8
194,6.604,4.38,1.0,0.01439,15.6,6.2196,60.0,0.401,0,376.7,265,2.93,18.8,29.1
305,6.6160000000000005,8.93,7.0,0.05479,18.4,3.37,33.0,0.47200000000000003,0,393.36,222,2.18,58.1,28.4
223,6.617999999999999,7.6,8.0,0.6147,17.4,3.2721,0.0,0.507,0,396.9,307,6.2,80.8,30.1
81,6.619,7.22,4.0,0.04462,19.0,5.4007,25.0,0.426,0,395.63,281,4.86,70.4,23.9
292,6.63,4.7,4.0,0.03615,19.2,5.1167,80.0,0.41100000000000003,0,396.9,245,4.95,23.4,27.9
376,6.649,23.24,24.0,15.288,20.2,1.3449,0.0,0.6709999999999999,0,363.02,666,18.1,93.3,13.9
451,6.655,17.73,24.0,5.44114,20.2,2.3552,0.0,0.713,0,355.29,666,18.1,98.2,15.2
411,6.657,21.22,24.0,14.0507,20.2,1.5275,0.0,0.597,0,35.05,666,18.1,100.0,17.2
343,6.696000000000001,7.18,5.0,0.02543,17.6,5.7321,55.0,0.484,0,396.9,370,3.78,56.4,23.9
111,6.715,10.16,6.0,0.10084,17.8,2.6775,0.0,0.547,0,395.59,432,10.01,81.6,22.8
249,6.718,6.56,7.0,0.19072999999999998,19.1,7.8265,22.0,0.431,0,393.74,330,5.86,17.5,26.2
80,6.727,5.29,4.0,0.04113,19.0,5.4007,25.0,0.426,0,396.9,281,4.86,33.5,28.0
353,6.728,4.5,5.0,0.01709,17.0,12.1265,90.0,0.41,0,384.46,187,2.02,36.1,30.1
450,6.749,17.44,24.0,6.71772,20.2,2.3236,0.0,0.713,0,0.32,666,18.1,92.6,13.4
63,6.7620000000000005,9.5,8.0,0.1265,19.7,7.9809,25.0,0.45299999999999996,0,395.58,284,5.13,43.4,25.0
187,6.782,6.68,5.0,0.07875,15.2,3.7886,45.0,0.43700000000000006,0,393.87,398,3.44,41.1,32.0
193,6.8,5.03,1.0,0.02187,15.6,6.2196,60.0,0.401,0,393.37,265,2.93,9.9,31.1
279,6.812,4.85,5.0,0.21038,14.9,4.1007,20.0,0.4429,0,396.9,216,3.33,32.2,35.1
57,6.816,3.95,5.0,0.01432,15.1,8.3248,100.0,0.41100000000000003,0,392.9,256,1.32,40.5,31.6
277,6.8260000000000005,4.16,4.0,0.061270000000000005,17.6,4.8628,40.0,0.447,1,393.45,254,6.41,27.6,33.1
431,6.832999999999999,19.69,24.0,10.0623,20.2,2.0882,0.0,0.584,0,81.33,666,18.1,94.3,14.1
259,6.8420000000000005,6.9,5.0,0.65665,13.0,2.0107,20.0,0.647,0,391.93,264,3.97,100.0,30.1
307,6.849,7.53,7.0,0.049319999999999996,18.4,3.1827,33.0,0.47200000000000003,0,396.9,222,2.18,70.3,28.2
409,6.852,19.78,24.0,14.4383,20.2,1.4655,0.0,0.597,0,179.36,666,18.1,100.0,27.5
275,6.854,2.98,4.0,0.09604,17.6,4.2673,40.0,0.447,0,396.9,254,6.41,42.8,32.0
300,6.871,6.07,5.0,0.04417,14.8,7.8278,70.0,0.4,0,390.86,358,2.24,47.4,24.8
240,6.897,11.38,6.0,0.11329000000000002,16.6,6.3361,30.0,0.428,0,391.25,300,4.93,54.3,22.0
349,6.939,5.89,1.0,0.02899,19.7,8.7921,40.0,0.429,0,389.85,335,1.25,34.5,26.6
157,6.943,4.59,5.0,1.22358,14.7,1.8773,0.0,0.605,0,363.43,403,19.58,97.4,41.3
190,6.9510000000000005,5.1,5.0,0.09068,15.2,6.4798,45.0,0.43700000000000006,0,377.68,398,3.44,21.5,37.0
220,6.9510000000000005,9.71,8.0,0.35809,17.4,2.8617,0.0,0.507,1,391.7,307,6.2,88.5,26.7
252,6.957000000000001,3.53,7.0,0.08221,19.1,8.9067,22.0,0.431,0,386.09,330,5.86,6.8,29.6
281,6.968,4.59,5.0,0.03705,14.9,5.2447,20.0,0.4429,0,392.23,216,3.33,37.2,35.4
199,6.975,4.56,3.0,0.0315,17.0,7.6534,95.0,0.40299999999999997,0,396.9,402,1.47,15.3,34.9
179,6.98,5.04,3.0,0.0578,17.8,2.8289999999999997,0.0,0.488,0,396.9,193,2.46,58.4,37.2
303,6.982,4.86,7.0,0.1,16.1,5.4917,34.0,0.433,0,390.43,329,6.09,17.7,33.1
40,7.024,1.98,3.0,0.033589999999999995,18.3,5.4011,75.0,0.428,0,395.62,252,2.95,15.8,34.9
299,7.041,4.74,5.0,0.05561,14.8,7.8278,70.0,0.4,0,371.58,358,2.24,10.0,29.0
482,7.061,7.01,24.0,5.73116,20.2,3.4106,0.0,0.532,0,395.28,666,18.1,77.0,25.0
89,7.079,5.7,2.0,0.053020000000000005,17.8,3.4145,0.0,0.489,0,396.06,270,3.41,63.1,28.7
284,7.087999999999999,7.85,1.0,0.009059999999999999,15.3,7.3073,90.0,0.4,0,394.72,285,2.97,20.8,32.2
64,7.104,8.05,3.0,0.01951,18.6,9.2229,17.5,0.4161,0,393.24,216,1.38,59.5,33.0
197,7.107,8.61,2.0,0.04666,12.6,7.309,80.0,0.40399999999999997,0,354.31,329,1.52,36.6,30.3
200,7.135,4.45,3.0,0.01778,17.0,7.6534,95.0,0.40299999999999997,0,384.3,402,1.47,13.9,32.9
4,7.147,5.33,3.0,0.06905,18.7,6.0622,0.0,0.45799999999999996,0,396.9,222,2.18,54.2,36.2
291,7.148,3.56,4.0,0.07886,19.2,5.1167,80.0,0.41100000000000003,0,396.9,245,4.95,27.7,37.3
182,7.155,4.82,3.0,0.09103,17.8,2.7006,0.0,0.488,0,394.12,193,2.46,92.2,37.9
192,7.178,2.87,5.0,0.08664,15.2,6.4798,45.0,0.43700000000000006,0,390.49,398,3.44,26.3,36.4
189,7.185,5.39,5.0,0.0837,15.2,4.5667,45.0,0.43700000000000006,0,396.9,398,3.44,38.9,34.9
260,7.202999999999999,9.59,5.0,0.5401100000000001,13.0,2.1121,20.0,0.647,0,392.8,264,3.97,81.8,33.8
264,7.206,8.1,5.0,0.55007,13.0,1.9301,20.0,0.647,0,387.89,264,3.97,91.6,36.5
304,7.236000000000001,6.93,7.0,0.05515,18.4,4.022,33.0,0.47200000000000003,0,393.68,222,2.18,41.1,36.1
341,7.2410000000000005,5.49,1.0,0.013009999999999999,15.5,7.0379,35.0,0.442,0,394.74,284,1.52,49.3,32.7
55,7.249,4.81,5.0,0.01311,17.9,8.6966,90.0,0.40299999999999997,0,395.93,226,1.22,21.9,35.4
276,7.267,6.05,4.0,0.10469,17.6,4.7872,40.0,0.447,1,389.25,254,6.41,49.0,33.2
198,7.274,6.62,2.0,0.03768,12.6,7.309,80.0,0.40399999999999997,0,392.2,329,1.52,38.3,34.6
196,7.287000000000001,4.08,2.0,0.04011,12.6,7.309,80.0,0.40399999999999997,0,396.9,329,1.52,34.1,33.3
263,7.327000000000001,11.25,5.0,0.82526,13.0,2.0788,20.0,0.647,0,393.42,264,3.97,94.5,31.0
453,7.393,16.74,24.0,8.24809,20.2,2.4527,0.0,0.713,0,375.87,666,18.1,99.3,17.8
306,7.42,6.47,7.0,0.07503,18.4,3.0992,33.0,0.47200000000000003,0,396.9,222,2.18,71.9,33.4
256,7.454,3.11,3.0,0.015380000000000001,15.9,6.3361,90.0,0.39399999999999996,0,386.34,244,3.75,34.2,44.0
268,7.47,3.16,5.0,0.5405,13.0,2.872,20.0,0.575,0,390.3,264,3.97,52.6,43.5
202,7.61,3.11,2.0,0.021769999999999998,14.7,6.27,82.5,0.415,0,395.38,348,2.03,15.7,42.3
273,7.691,6.58,3.0,0.22188000000000002,18.6,4.3665,20.0,0.46399999999999997,1,390.77,223,6.96,51.8,35.2
180,7.765,7.56,3.0,0.06588,17.8,2.741,0.0,0.488,0,395.56,193,2.46,83.3,39.8
203,7.853,3.81,4.0,0.0351,14.7,5.118,95.0,0.4161,0,392.78,224,2.68,33.2,48.5
195,7.875,2.97,4.0,0.01381,14.4,5.6484,80.0,0.42200000000000004,0,394.23,255,0.46,32.0,50.0
283,7.922999999999999,3.16,1.0,0.015009999999999999,13.6,5.885,90.0,0.401,1,395.52,198,1.21,24.8,50.0
204,8.033999999999999,2.88,4.0,0.02009,14.7,5.118,95.0,0.4161,0,390.55,224,2.68,31.9,50.0
267,8.297,7.44,5.0,0.57834,13.0,2.4216,20.0,0.575,0,384.54,264,3.97,67.0,50.0
262,8.398,5.91,5.0,0.5201399999999999,13.0,2.2885,20.0,0.647,0,386.86,264,3.97,91.5,48.8
